ANID,Alternat_ ID,Site Name,NAA Group,Ware,Ware description,Date,Form,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,As,La,Lu,Nd,Sm,U,Yb,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
UZB095,BKH22-282-k,Bukhara,PAY 3,monochrome,,12th c. CE,Open Vessel - Unknown,61.49,15.69,91.63,7.56,1.12,43181,4.19,0,93.87,2.18,15.52,368.2,0.92,0.9,11.53,93.57,127.93,17.13,30.29,0.36,26.32,5.45,3.88,2.47,79958,444.12,93622,4.12,21862,691.86,12480,3659,133.9
UZB100,Paykend-17,Paykend,PAY 3,monochrome,,920-1020s CE,Closed Vessel,63.71,15.4,93.06,4.55,1.12,39433,4.54,17.94,60.03,2.43,14.15,359.19,0.84,0.81,11.28,82.45,137.28,21.15,31.86,0.37,27.63,5.73,2.93,2.48,69997,461.86,90326,4.18,20411,759.17,16946,3624.4,122.35
UZB101,Paykend-18,Paykend,PAY 3,kiln furniture,,920-1020s CE,Other,66.74,18.43,100.26,6.97,1.19,44483,3.85,0,67.79,2.02,16.03,349.55,0.93,0.76,11.74,104.57,100.21,20.27,32.93,0.39,32.04,6.07,3.61,2.4,81204,512.75,97151,4.1,17895,867.31,15218,4116.6,127.44
UZB102,Paykend-19,Paykend,PAY 3,kiln furniture,,920-1020s CE,Other,59.21,15.4,90.45,6.46,1.09,39036,3.87,0,79.09,2.27,14.04,341.62,0.8,0.75,10.72,100.94,84.81,18.12,30.25,0.34,26.92,5.27,3.07,2.62,75950,511.41,90768,3.92,19390,732.35,15574,3072.7,122.51
NISH-17,,Nīshāpūr,SAMK,slipware,samanid,,,64.8,9.41,144.6,6.35,1.153,29500,6.19,52,106,1.78,11.85,537,1.01,0.8,11.21,89,,12.2,28.38,0.292,25.2,4.58,2.29,1.98,74100,432,75900,4.04,29000,810,13950,3580,107
NISH-21,,Nīshāpūr,SAMK,slipware,samanid,,,64.8,9.7,138.2,6.6,1.147,30800,6.53,49,86,1.81,12.29,199,0.9,0.78,11.25,108,,13,27.17,0.323,26.9,4.69,2.11,2.17,76600,737,79800,4.2,22000,1029,11110,4080,103
NISH-23,,Nīshāpūr,SAMK,slipware,samanid,,,66.3,10.01,162.4,6.66,1.209,32500,6.17,39,88,1.67,12.8,368,0.88,0.82,11.3,100,,19.2,30.63,0.312,27.2,4.76,2.28,2.43,75200,479,85800,4.4,27700,971,10520,3570,116
SMKD-01,1801-1898 V&A,Afrāsiyāb,SAMK,slipware,samanid,,,69.7,10.29,167.3,7.65,1.244,34300,5.73,32,104,3.19,13.05,251,0.89,0.79,11.7,124,,17.2,35.94,0.419,32.6,6.02,4.8,2.85,67800,526,77900,5.44,22600,581,10360,4220,159
SMKD-02,C176-1911 V&A,Afrāsiyāb,SAMK,slipware,samanid,,,71,10.99,155.9,6.81,1.351,35100,6.97,44,97,2.83,13.03,322,0.94,0.91,11.71,98,,12.4,34.48,0.403,30.5,5.66,6.05,2.76,63700,591,69800,5.26,22000,558,9820,3730,137
SMKD-04,C163-1911 V&A,Afrāsiyāb,SAMK,slipware,samanid,,,65.2,10.2,146.7,6.72,1.87,31000,6.33,39,86,2.19,12.01,284,0.88,0.77,10.91,94,,13.3,35.09,0.386,28.4,5.34,3.74,2.97,59600,463,79500,5,21600,520,9340,3730,81
SMKD-05,1667-1898 V&A,Afrāsiyāb,SAMK,opaque,white opaque,,,66.9,10.29,155.8,7.95,1.239,36100,5.82,56,94,1.72,14.1,216,0.92,0.73,11.54,101,,21.3,29.6,0.375,27.9,5.12,3.66,3.18,59600,616,81900,4.85,21300,634,9090,3470,90
SMKD-06,C97-1900 V&A,Afrāsiyāb,SAMK,slipware,samanid,,,70.2,12.14,151.3,7.01,1.261,34400,5.96,54,110,2.31,13.61,482,0.93,0.83,11.5,113,,20.5,35.84,0.36,30.9,5.72,4.13,3.09,62500,708,72300,5.04,22300,639,10080,3920,101
SMKD-07,C190-1911 V&A,Afrāsiyāb,SAMK,opaque,white opaque,,,68.9,10.89,155.6,7.05,1.314,35300,5.84,52,97,1.86,13.99,340,0.93,0.86,12.02,105,,13.9,32.71,0.388,31.7,5.52,3.82,3.01,62300,513,76000,5.21,21400,503,9900,3530,127
SMKD-08,C179-1911 V&A,Afrāsiyāb,SAMK,slipware,samanid,,,65.8,11.1,167.3,6.69,1.238,32000,5.99,37,110,1.94,12.7,452,0.91,0.76,11.38,261,,15.9,31.49,0.363,36.6,5.76,4.49,2.78,62800,907,95400,5.22,19800,608,8830,3370,188
UZB003,BKH20-14-1,Bukhara,SAMK,splashed sgraffito,splashed sgraffito,end of 10th-early 11th c. CE,Open Vessel - Dish,55.89,8.22,129.96,5.89,1.08,27584,4.88,0,86.09,1.34,10.57,518.33,0.89,0.7,9.39,84.17,198.1,10.32,29.49,0.35,28.73,5.6,7.08,2.33,55305,417.51,114680,4.41,21631,519.01,8536.8,2786.9,114.32
UZB004,BKH20-15-20,Bukhara,SAMK,splashed sgraffito,splashed sgraffito,end of 10th-early 11th c. CE,Open Vessel - Unknown,56.71,9.09,138.59,6.06,1.14,28365,5.04,58.46,87.82,1.53,10.92,409.71,0.9,0.7,9.69,86.77,186.14,11.32,30.61,0.37,27.46,5.76,6.43,2.67,60087,429.75,107050,4.54,20137,544.39,8756.3,3254.6,120.73
UZB010,BKH20-42-6,Bukhara,SAMK,splashed,splashed ware,end of 10th-early 11th c. CE,Open Vessel - Unknown,67.59,8.95,146.78,6.9,1.26,29803,6.11,0,98.19,1.7,11.67,253.15,0.99,0.98,11.59,91.77,186.16,13.57,37.47,0.45,31.32,6.67,4.94,2.87,66373,503.05,58269,5.2,23481,566.04,9788.9,3537.9,109.52
UZB026,BKH20-85-25,Bukhara,SAMK,splashed sgraffito,splashed sgraffito,1st half of the 10th c. CE,Open Vessel - Unknown,64.06,9.94,131.59,7.01,1.28,31923,5.51,44.96,98.26,1.7,12.4,443.01,0.96,0.82,10.76,123.81,197.69,15.58,34.17,0.41,34.59,6.58,5.69,2.89,67397,536.91,53624,5.19,26465,592.25,10832,3780.1,134.78
UZB027,BKH20-87-21,Bukhara,SAMK,splashed sgraffito,splashed sgraffito,end of 10th-early 11th c. CE,Open Vessel - Dish,66.59,9.94,138.59,6.69,1.31,29285,5.09,62.37,95.28,1.47,12.26,362.53,0.9,1.02,10.89,101.25,147.12,12.02,34.77,0.41,33.8,6.87,7.82,3.04,63993,478.6,80636,5.37,21326,619.82,8927.2,3859.1,129.91
UZB078,BKH22-153-b,Bukhara,SAMK,imitation lustre,early islamic? Imitation lustre?,9th c. CE,Open Vessel - Bowl,62.85,8.95,137.81,6.61,1.32,31708,5.32,48.51,98.54,1.66,11.95,540.79,0.99,0.89,10.45,199.96,142.98,14.19,32.31,0.38,32.65,6.46,6.33,2.72,63411,516.15,74189,6.5,29795,525.22,10279,3705.2,142.57
UZB084,BKH22-201-ab,Bukhara,SAMK,splashed sgraffito,splashed sgraffiato,1st half of 10th c. CE,Open Vessel - Unknown,68,10.23,140.85,6.59,1.28,32452,6.23,53,97.75,2.3,11.93,355.91,1.03,0.93,11.14,118.28,170.3,10.48,35.18,0.38,34.63,6.55,6.59,2.94,65067,576.8,63167,4.77,22983,572.73,11340,3290.3,110.75
UZB090,BKH22-266-e,Bukhara,SAMK,opaque,monochrome blue,9th c. CE,Open Vessel - Unknown,67.61,10,121.8,5.7,1.23,31602,6.3,80.54,89.07,1.36,11.7,326.97,1.09,0.84,11.18,90.16,150.21,16.54,35.31,0.38,32.75,6.33,4.27,2.81,67535,435.97,77437,4.9,20949,558.9,12110,3827.4,122.57
UZB025,BKH20-85-5,Bukhara,TASH,slipware,slipware - pseudo-calligraphic,beginning og the 11th c. CE,Open Vessel - Unknown,69.09,14.35,79,5.99,1.19,35864,4.21,0,88.64,1.98,13.47,388.33,1.07,0.9,13.08,139.42,110.44,16.38,34.99,0.38,32.27,5.97,4.4,2.65,73053,646.65,95453,4.63,26901,718.06,9027.8,3916.1,102.57
UZB051,BKH21-210-4,Bukhara,TASH,slipware,slipware - calligraphic,10th c. CE,Open Vessel - Unknown,70.4,14.13,81.14,6.31,1.24,38217,4.79,21.58,93.66,1.94,13.72,354.58,1.04,0.94,13.23,146.62,113.7,19.89,35.54,0.4,32.85,6.03,2.9,2.68,80153,636.83,79627,4.95,25214,784.94,10051,4151.4,100.43
UZB054,BKH21-210-28,Bukhara,TASH,slipware,polychrome slipware - calligraphic,10th c. CE,Open Vessel - Unknown,68.75,12.19,75.29,5.15,1.23,32504,4.91,0,82.76,1.91,12.59,332.2,1.04,0.68,13.01,142.33,128.53,17.34,35.11,0.39,32.15,6,3.12,2.91,72258,604.21,78247,4.42,24021,699.88,10556,4054.2,80.08
UZB112,TASH002,Tashkent,TASH,opaque,opaque white with green decoration,9th c. CE,Open Vessel - Unknown,64.27,13.43,81.75,6.03,1.18,34969,4.81,0,85.19,2.34,12.52,389.85,0.98,0.8,11.85,112.94,135.82,15.62,33.29,0.37,31.35,5.8,3.27,2.59,70336,667.06,90760,4.46,23741,766.43,11631,3748.4,86.65
UZB114,TASH006,Tashkent,TASH,opaque,opaque white with green and brown,9th c. CE,Open Vessel - Unknown,66.83,13.08,93.58,5.84,1.16,33889,5.49,0,88.18,1.73,12.66,408.45,0.99,1.16,11.81,90.36,149.48,15.04,34.18,0.37,31.11,5.88,4.99,3.03,72057,573.53,72506,4.59,23071,610.8,13205,4012.3,106.47
UZB115,TASH007,Tashkent,TASH,opaque,opaque white with green and brown,9th c. CE,Open Vessel - Unknown,69.01,15.47,92.98,7.24,1.22,38885,4.98,0,111.45,1.99,13.89,368.54,1.02,1.27,12.44,92.41,140.21,15.63,34.5,0.4,30.99,6.12,3.18,2.85,72984,613.46,70897,5.18,26986,992.45,11008,4255.7,98.89
UZB116,TASH008,Tashkent,TASH,slipware,white spots with transparent green,first half of the 10th c. CE,Open Vessel - Bowl,66.85,13.69,75.36,7.13,1.16,35553,4.67,59.18,105.06,1.92,12.72,375.67,1.02,1.11,12.94,98.1,120.92,13.87,34.28,0.38,27.83,5.75,2.87,2.61,66211,589.9,90235,4.84,22441,820.6,9009.2,4107.1,92.5
UZB117,TASH010,Tashkent,TASH,slipware,polychrome slipware with green splashed,first half of the 10th  c. CE,Open Vessel - Bowl,66.91,13.72,79.25,3.9,1.12,34859,5.44,59.96,76.43,2.32,12.38,342.36,1.03,0.9,12.09,94.96,136.09,16.14,34.36,0.38,30.47,5.95,3.68,2.96,69702,623.09,86421,4.84,20763,816.51,10284,3380.6,88.38
UZB118,TASH012,Tashkent,TASH,slipware,polychrome slipware with green splashes,10th c. CE,Open Vessel - Bowl,67.55,13.36,80.1,6.49,1.21,35887,5.06,31.81,107.73,1.52,13.11,405.61,1.01,1.14,12.49,128.79,120.34,12.06,33.97,0.37,31.04,5.95,3.45,3.04,71594,638.67,74488,4.47,28012,715.93,10899,3987.9,87.31
UZB119,TASH013,Tashkent,TASH,slipware,polychrome slipware with green splashed and incision,10th  c. CE,Open Vessel - Unknown,72.85,14.2,81.12,7.99,1.22,39043,4.78,57.78,114.82,1.72,13.96,442.08,1.11,0.81,14,123.15,95.07,14.64,36.79,0.4,30.37,6.23,3.88,3.05,76057,650.52,66076,4.72,29375,845.48,9772.7,4087.2,87.17
UZB121,TASH023,Tashkent,TASH,slipware,pseudo calligraphic,11th c. CE,Open Vessel - Unknown,73.87,15.67,86.34,5.58,1.27,39939,4.55,56.03,98.1,2,14.53,305.18,0.98,1.23,14.46,123.89,132.7,15.08,37.18,0.41,31.39,6.25,3.18,3.05,77792,607.77,88171,5.28,24637,764.39,9878.8,4171,99.93
UZB122,TASH025,Tashkent,TASH,slipware,pseudo calligraphic,11th c. CE,Open Vessel - Bowl,68.76,13.55,72.54,4.79,1.2,34742,4.88,12.28,81,1.93,12.41,431.52,1.04,0.8,13.27,91.07,119.21,16.59,34.83,0.38,29.89,5.85,3.62,2.65,66952,741.3,93920,4.46,23022,820.08,8604.2,3935.5,101.05
UZB123,TASH027,Tashkent,TASH,slipware,calligraphic,11th c. CE,Open Vessel - Bowl,73.53,16.9,81.14,8.78,1.28,39850,4.73,0,113.74,2.19,14.22,307.61,1.02,0.85,14.98,130.07,145.25,16.25,37.22,0.42,30.96,6.13,3.19,2.96,74279,710.92,69039,4.95,31504,1146.7,8930.4,4005.8,103.73
UZB124,TASH029,Tashkent,TASH,slipware,calligraphic,10th c. CE,Open Vessel - Bowl,72.18,15.1,78.21,6.48,1.24,38009,4.54,0,106.78,2.16,13.51,340.38,1.03,0.88,14.48,112.87,106.12,14.15,37.03,0.37,32.25,6.02,2.78,2.8,74787,643.23,88290,4.34,25198,887.03,9180.1,3203.2,101.22
UZB125,TASH031,Tashkent,TASH,slipware,polychrome slipware,10th c. CE,Open Vessel - Bowl,70.68,13.81,78.82,6.64,1.25,36353,5.35,20.15,110.03,1.77,12.91,357.48,1.08,0.93,13.72,124.71,139.56,11.97,35.58,0.39,28.79,6.13,3.1,3.12,70867,649.08,80992,4.63,24419,779.17,10084,4088.9,66.97
UZB126,TASH033,Tashkent,TASH,slipware,polychrome slipware with incision,10th c. CE,Open Vessel - Bowl,73.13,12.37,74.99,7.57,1.24,37370,4.93,30,114.25,1.81,13.52,297.99,1.07,1.2,14.35,135.52,128.37,13.36,36.99,0.4,31.69,6.15,3.73,3.1,73520,682.27,64971,4.94,29802,716.59,10261,3429.9,84.66
UZB127,TASH038,Tashkent,TASH,slipware,polychrome slipware with incision,10th c. CE,Open Vessel - Unknown,70.08,12.72,80.66,6.51,1.21,35502,5.84,0,110.06,1.69,12.89,343.4,1.1,0.81,12.82,123.74,129.94,11.03,35.81,0.41,32.23,6.09,3.05,3.05,71452,647.86,58019,4.76,22871,724.37,11344,3689.5,79.6
UZB128,TASH040,Tashkent,TASH,slipware,polychrome slipware - yellow,11th c. CE,Open Vessel - Unknown,74.94,12.94,75.55,8.41,1.27,37139,5.06,34.96,117.47,2.12,13.83,368.42,1,1.14,14.08,123.97,132.02,16.4,38.06,0.44,30.03,6.41,3.18,2.91,71928,831.48,62910,4.99,24211,784.64,9876.9,4040.1,81.39
UZB129,TASH042,Tashkent,TASH,slipware,polychrome slipware - yellow,11th c. CE,Open Vessel - Unknown,70.67,11.86,79.13,7.61,1.2,36588,5.21,0,112.07,2.01,13,253.07,1.08,0.85,13.56,106.61,85.91,13.96,35.6,0.38,31.61,5.98,3.09,2.5,70772,614.31,67296,4.8,26667,761.89,10429,4073.7,99.02
UZB130,TASH043,Tashkent,TASH,slipware,polychrome slipware - yellow,11-12th c. CE,Open Vessel - Unknown,73.31,15.16,78.01,8.01,1.25,38711,5.09,21.6,114.12,1.83,13.72,362.81,1.07,0.82,14.13,90.54,122.41,17.31,37.98,0.39,32.93,6.31,3.37,3.05,75797,668.52,71602,4.87,29497,1044.3,10220,4192.4,101.44
UZB131,TASH045,Tashkent,TASH,slipware,polychrome slipware - yellow,11th c. CE,Open Vessel - Unknown,71.76,13.03,84.41,8.06,1.24,37301,4.77,0,110.72,2.11,13.18,285.72,1.05,0.83,13.74,110.97,110.21,16.64,36.69,0.42,31.85,6.15,3.24,2.51,75367,616.67,69968,4.83,27333,863.35,10025,3771,95.6
UZB132,TASH051,Tashkent,TASH,slipware,polychrome slipware - dots,10th c. CE,Unknown,66.01,11.92,68.55,5.79,1.16,32508,4.87,0,97.15,1.42,11.89,397.1,1,0.77,12.95,93.47,138.86,12.21,34.36,0.41,29.14,5.77,3.15,2.82,65578,556.68,89867,4.39,21881,716.43,9642.9,3602.1,77.13
UZB133,TASH054,Tashkent,TASH,slipware,monochrome slipware - olive,10th c. CE,Open Vessel - Unknown,67.83,10.34,72.87,6.18,1.19,30801,5.48,0,103.99,1.36,11.69,523.08,0.98,0.82,12.35,96.26,156.77,16.31,34.07,0.37,28.6,5.84,2.61,2.95,67107,676.79,78567,4.82,26699,791.08,10577,3376.4,81.6
UZB134,TASH056,Tashkent,TASH,slipware,polychrome slipware - red base,11th c. CE,Other,69,11.99,66.66,4.38,1.19,33959,4.86,0,77.07,1.88,12.48,355.16,1.04,0.77,13.53,114.87,113.32,19.35,35.51,0.37,33.71,5.91,3.09,2.68,71424,713.21,77907,4.36,25399,720.71,9759.9,3919.2,82.33
UZB136,TASH059,Tashkent,TASH,slipware,polychrome slipware - black base,10th c. CE,Open Vessel - Unknown,71.98,15.12,80.99,5.8,1.28,38019,5.06,0,93.45,2.59,13.87,375.97,1.09,0.93,13.64,113.86,130.13,18.42,36.52,0.42,32.25,6.06,3.57,2.9,72461,712.12,79028,4.79,23317,922.2,9773.4,3388.2,103.89
UZB137,TASH061,Tashkent,TASH,slipware,polychrome slipware - yellow,11th c. CE,Open Vessel - Bowl,72.37,14.62,83.1,7.01,1.29,38304,5.44,42.11,108.89,2,13.78,497.32,1.05,1.15,13.65,143.81,149.08,12.37,36.73,0.41,33.3,6.28,3.31,3.19,71258,819.87,59325,4.78,25373,829.08,10352,3870,87.96
UZB138,TASH063,Tashkent,TASH,slipware,polychrome slipware - black base,10th c. CE,Open Vessel - Unknown,65.16,12.11,71.31,6.73,1.15,33697,4.99,25.2,102.16,1.77,11.98,339.81,0.96,0.77,12.56,89.23,122.03,14.4,33.98,0.36,28.8,5.72,2.77,2.7,67854,679.85,75672,4.71,25544,702.12,10158,3825.5,80.5
UZB140,TASH070,Tashkent,TASH,slipware,polychrome slipware with incision,10th c. CE,Open Vessel - Unknown,65.97,12.77,65.32,5.78,1.15,33272,5.05,35.24,103.37,1.69,11.76,338.2,0.94,0.76,12.9,96.06,126.14,14.93,34.35,0.37,30.38,5.78,3.5,2.63,66016,684.07,91606,4.33,24031,763.74,9593.8,3819,75.87
UZB143,TAZ003,Taraz,TASH,slipware,polychrome slipware - yellow,Early Islamic,Open Vessel - Unknown,64.19,12.74,65.32,6.16,1.12,32255,5.23,40.92,99.69,1.94,11.35,360.48,1.09,0.74,12.04,88.67,152.07,15.45,32.98,0.36,28.51,5.66,4.09,2.67,64304,617.47,84269,4.24,25574,768.71,9642.4,3641.7,71.83
UZB144,TAZ006,Taraz,TASH,slipware,polychrome slipware - yellow,Early Islamic,Open Vessel - Unknown,71.43,13.62,78.16,7.85,1.2,37850,4.74,0,115.2,2.14,13.3,313.92,1.01,0.79,13.49,110.25,127.79,17.42,36.18,0.36,31.89,6.09,3.42,2.44,72381,686.3,75075,4.65,30221,903.95,9049.4,4384,89.16
UZB145,TAZ007,Taraz,TASH,slipware,polychrome slipware - yellow,Early Islamic,Open Vessel - Unknown,65.54,13.55,78.03,6.6,1.11,35321,4.87,54.31,108.8,2,12.28,441.38,1.11,0.74,12.24,108.2,108.59,18.53,33.75,0.35,28.62,5.71,2.41,2.61,73033,668.86,81247,4.66,27195,894.54,9928,3967.4,77.63
KAZ007,,Lower Barskhan,TAZ - Group 3,,"Glazed - green, white and brown slip",11-12th c. CE,,75.0907,18.1716,104.7567,7.7332,1.2348,42859,4.8412,48.2469,123.4836,3.6112,15.6111,273.6232,1.0024,0.8146,13.0903,112.561,129.1552,19.3491,37.4272,0.4127,30.4207,6.3188,3.6146,3.0264,74423,624.2,56367,4.6382,27964,1077.3,10136,3463.1,102.99
KAZ009,,Lower Barskhan,TAZ - Group 3,,"Glazed - yellow, green, and brown over underlying white slip",11-12th c. CE,,78.1123,18.9054,109.261,8.3955,1.3399,45008,4.6117,78.3827,126.0011,2.7235,16.3291,416.2358,1.0466,0.8416,13.8809,108.1311,111.0732,19.4694,39.4416,0.4415,31.6771,6.7769,3.6254,2.9577,74037,695.6,66542,5.1412,28873,1061.19,7981.1,3609.3,111.18
KAZ010,,Lower Barskhan,TAZ - Group 3,,Glazed - white and green,11-12th c. CE,,75.774,16.7262,101.7684,7.2781,1.2477,42232.7617,5.0929,73.5573,127.9648,3.5118,15.1348,263.9921,0.9433,0.7826,12.7563,101.3325,151.676,17.5624,37.7719,0.4343,27.9652,6.254,2.8179,2.8037,74312,738.4,51389,4.8872,31237,1093.03,11264.6,4232.6,104.61
KAZ018,,Kulan,TAZ - Group 3,,Glazed - yellow and brown,10-12th c. CE,,76.6378,18.4203,108.2615,7.694,1.2866,42341,4.5758,0,114.9223,3.5309,15.4177,410.6019,1.0098,0.8615,13.4166,119.1771,103.6188,17.4452,38.471,0.4285,31.6665,6.4173,3.3113,2.8698,68190,671.6,75883,4.3943,24438,921.57,9415.8,4008.2,92.82
KAZ066,,Aktobe,TAZ - Group 3,,Glazed - White with brown incised decoration,10-12th c. CE,,79.5819,16.5722,89.8023,11.5711,1.286,42346.6602,4.6016,0,155.7883,2.7654,15.5512,407.969,1.1112,0.8829,15.9329,106.4944,128.2182,20.0071,39.6763,0.4688,30.8286,6.9123,4.0015,3.2205,96941,706.2,53495,5.1329,31797,1012.1,8877.5,4416.1,114.3
KAZ072,,Aktobe,TAZ - Group 3,,"Glazed - white, brown and red decoration, slightly dull",10-12th c. CE,,81.3524,21.4961,125.1117,9.0284,1.3692,48672.3281,4.7383,0,142.2838,3.4211,17.9876,346.0333,1.0119,0.8559,14.888,130.0862,84.1932,20.5514,40.3189,0.4537,31.7257,6.8325,4.2713,3.0299,98048,699.4,66129,5.1758,29396,1179.8,7869.3,4190,118.9
KAZ076,,Aktobe,TAZ - Group 3,,Glazed - monochrome white,10-12th c. CE,,78.3387,19.9452,113.1602,8.3142,1.2919,47663.9766,5.1041,71.9907,133.831,5.9443,17.1545,280.8756,1.0389,0.8245,14.0721,112.6737,141.1885,19.6275,38.0901,0.4287,30.7874,6.478,3.5435,3.0929,79846,694.2,56513,4.9171,29587,1118.32,9295.3,3765.9,94.56
KAZ078,,Aktobe,TAZ - Group 3,,Glazed - white and brown,10-12th c. CE,,86.96,19.4175,138.1657,7.4574,1.432,44712.4336,5.4668,71.9951,125.5174,5.4946,16.3479,284.4955,1.1261,0.9493,14.7184,118.0021,131.7798,22.938,43.2879,0.4715,34.2619,7.0716,3.2613,3.2508,73843,703.1,54785,4.9699,28130,1015.88,10511.7,4209.5,96.02
KAZ079,,Aktobe,TAZ - Group 3,,Glazed - light green,10-12th c. CE,,80.0132,20.3544,112.7248,8.1641,1.3442,44700.3594,5.1029,0,134.1827,6.6302,16.631,291.3808,1.0703,0.8355,13.7394,118.7367,135.5672,21.1622,39.6478,0.45,31.5585,6.6618,3.9344,3.1083,79346,753,48019,5.1456,32472,911.63,9705.5,4323.9,111.15
KAZ087,,Tamdy,TAZ - Group 3,,Glazed - white with grey (burn?),11-12th c. CE,,71.7468,16.3095,97.2185,7.3643,1.2376,39797.207,4.8913,68.2648,122.8423,2.7077,14.5213,370.7579,0.9807,0.8513,12.928,92.949,124.1978,16.2149,35.8684,0.4271,29.8076,6.3028,3.3987,2.7195,74081,665.8,66239,4.5251,30320,939.11,8937.9,4069.8,112.67
KAZ089,,Tamdy,TAZ - Group 3,,Glazed - light green on interior,11-12th c. CE,,81.8673,20.2663,122.4179,8.6815,1.3893,47848.125,4.7912,82.6472,133.0047,2.6545,17.355,248.7161,1.106,0.8613,15.1431,109.5361,134.7144,14.0287,41.1682,0.4394,31.3356,6.8479,3.6141,2.955,88269,701.1,46538,4.7862,32761,1094.4,8917.8,3905.8,113.5
KAZ090,,Tamdy,TAZ - Group 3,,Glazed - monochrome white,11-12th c. CE,,75.1475,20.7497,113.5851,9.3422,1.2871,47895.0625,4.8647,0,142.5181,5.336,17.5849,376.9067,1.0984,0.9391,13.4034,141.1058,152.3606,15.2882,36.9587,0.4414,30.8643,6.4095,3.9077,3.1316,87978,746.1,53664,4.7698,31581,1165.2,8202.8,4367,117.3
KAZ100,,Bektobe,TAZ - Group 3,,Glazed - green ,11-12th c. CE,,77.5263,20.0654,111.6257,7.3913,1.2962,45607.2227,4.9022,60.7059,119.5911,4.1544,16.6076,287.4026,1.0379,0.8542,14.2315,125.3798,127.2788,20.4744,38.0897,0.4426,29.8757,6.5079,4.4545,2.8144,86279,643.7,64203,4.7121,28634,992.8,8775,4105.2,118.8
KAZ124,,Lower Barskhan,TAZ - Group 3,,Glazed - white and brown ,11-12th c. CE,,82.415,21.739,118.81,8.223,1.3172,49947,4.759,0,136.67,3.8787,18.516,310.11,1.041,0.9219,14.412,131.85,75.45,21.097,39.348,0.443,34.555,6.897,4.3916,2.9357,89173.2,735.2,60590,4.9097,33414.5,1067.44,9628.1,4046.2,145.91
KAZ125,,Lower Barskhan,TAZ - Group 3,,Glazed - fragmentary white,11-12th c. CE,,81.121,20.091,111.86,8.2619,1.2953,47210,4.6916,77.33,141.49,3.6358,18.375,443.72,1.1006,0.6828,13.542,129.67,95.16,15.268,37.992,0.4285,35.048,6.7284,4.5557,2.9858,85337.7,650.8,73909.4,5.0567,27646,1236.48,8375.1,4149,97.77
KAZ129,,Lower Barskhan,TAZ - Group 3,,Glazed - white,11-12th c. CE,,75.425,18.392,105.5,7.5877,1.2268,43452,5.3141,0,136.37,3.5937,16.557,273.1,1.1918,0.6744,13.535,112.06,173.56,16.722,38.245,0.4106,34.21,6.3876,3.3856,2.6127,71991.2,650.5,53526.8,4.4044,29366,1054.05,9606.7,3476.8,100.54
KAZ144,,Tamdy,TAZ - Group 3,,Glazed - yellow with yellowish decoration,10-12th c. CE,,81.215,19.415,110.2,7.872,1.2965,45319,5.087,0,140.37,3.7016,17.143,494.13,1.0721,0.7901,14.94,112.42,127.35,16.961,40.882,0.4288,33.974,6.5346,3.3986,3.123,81697.4,731.1,44575.2,4.9066,33375.2,1222.43,11010.3,3389.5,106.53
KAZ149,,Bektobe,TAZ - Group 3,,Glazed - white with green designs,11-12th c. CE,,73.935,21.984,118.6,9.2171,1.2897,50791,4.7934,95.8,143.88,4.6438,18.541,242.89,1.1049,0.8405,14.194,133.89,91.75,19.597,37.535,0.4465,31.231,6.7207,3.904,3.0829,85276.9,669.3,67584.1,4.7582,32201,1094.85,7358.3,3540.4,132.93
KAZ152,,Bektobe,TAZ - Group 3,,Glazed - white with brown designs,11-12th c. CE,,86.582,22.571,125.71,9.7349,1.3763,52883,4.9178,0,155.98,4.6389,20.328,247.69,1.0731,0.5265,14.052,121.62,91.21,19.885,42.412,0.4621,32.522,7.367,4.4018,3.2203,88479.5,815.1,47960.6,5.0398,32360.6,1359.81,8582,4356.4,114.98
KAZ153,,Bektobe,TAZ - Group 3,,Glazed - white with brown designs,11-12th c. CE,,86.013,20.492,118.29,8.9454,1.4397,45638,5.4284,0,144.26,4.2177,17.937,294.15,1.0606,0.6911,14.451,111.13,95.5,14.819,43.044,0.4797,35.614,7.1858,4.0233,2.9654,81380.1,716,54612.9,5.3522,31078.6,1048.41,9736.9,4562.6,101.63
KAZ155,,Bektobe,TAZ - Group 3,,Glazed - reddish brown ,11-12th c. CE,,79.79,17.055,102.71,7.6553,1.3561,42935,5.3221,0,133.36,1.9357,14.927,426.88,1.0438,1.0038,14.919,86.06,81.82,16.396,39.773,0.4433,33.931,6.8248,3.4395,3.0127,83583,718.8,49848.2,4.9404,31551.1,924.38,10157.2,4115.1,117.45
KAZ166,,Merki,TAZ - Group 3,,Glazed - green and brown,10-12th c. CE,,71.736,16.995,92.559,8.4126,1.2947,42415,4.8116,0,130.53,4.1961,15.932,0,0.9999,0.922,13.104,122.22,96.83,22.942,36.391,0.3995,29.239,6.1882,2.5388,2.9926,79454.5,801.4,79055.2,4.5706,29226.8,893.64,7419.7,3774.2,103.25
KAZ168,,Merki,TAZ - Group 3,,Glazed - brown and white,10-12th c. CE,,75.653,18.831,109.53,7.8986,1.2737,44293,4.9581,0,136.92,4.0635,17.118,161.91,1.0607,0.7809,13.152,105.47,122.79,15.22,38.626,0.416,31.051,6.5326,3.1576,2.9534,79936.2,712.9,65973.4,5.1966,29941.4,1010.52,9328.1,3893.3,101.3
